id,name,email,course,grade,gpa,enrollment_date,department,year
61353,Mr. Marinda Greenfelder,mr.marindagreenfelder@university.edu,Physics,F,0.57999999999999996003197111349436454474925994873046875,2023-04-13,Science,2
61354,Mignon Watsica Sr.,mignonwatsicasr.@university.edu,History,C+,3.79000000000000003552713678800500929355621337890625,2024-05-22,Engineering,2
61355,Sung Baumbach Sr.,sungbaumbachsr.@university.edu,History,B+,0.68000000000000004884981308350688777863979339599609375,2025-10-03,Engineering,2
61356,Tuyet Johnson,tuyetjohnson@university.edu,Mathematics,F,3.8300000000000000710542735760100185871124267578125,2023-04-07,Science,2
61357,Rea DuBuque I,readubuquei@university.edu,English,D,0.61999999999999999555910790149937383830547332763671875,2023-02-13,Arts,3
61358,Moses Marvin,mosesmarvin@university.edu,Chemistry,B,1.6599999999999999200639422269887290894985198974609375,2023-06-17,Business,4
61359,Amado Kling V,amadoklingv@university.edu,Mathematics,F,0.38000000000000000444089209850062616169452667236328125,2023-07-15,Medicine,1
61360,Waneta Barton,wanetabarton@university.edu,Mathematics,C,2.160000000000000142108547152020037174224853515625,2024-06-06,Law,4
61361,Jeffrey Breitenberg,jeffreybreitenberg@university.edu,Economics,B+,3,2025-03-04,Engineering,3
61362,Janine Reinger,janinereinger@university.edu,Biology,A+,1.3000000000000000444089209850062616169452667236328125,2025-04-17,Engineering,4
61363,Frank O'Keefe,frankokeefe@university.edu,Economics,B,0.39000000000000001332267629550187848508358001708984375,2025-05-06,Medicine,1
61364,Dr. Gerry Daugherty,dr.gerrydaugherty@university.edu,History,A-,3.270000000000000017763568394002504646778106689453125,2023-05-07,Business,2
61365,Shirl Rippin,shirlrippin@university.edu,Economics,A+,1.4299999999999999378275106209912337362766265869140625,2025-03-18,Medicine,4
61366,Hellen Fahey,hellenfahey@university.edu,Physics,C-,2.5800000000000000710542735760100185871124267578125,2025-11-16,Law,4
61367,Iliana Bahringer,ilianabahringer@university.edu,Biology,A,0.13000000000000000444089209850062616169452667236328125,2025-09-20,Medicine,4
61368,Jarod Grant,jarodgrant@university.edu,History,C-,1.4199999999999999289457264239899814128875732421875,2025-07-20,Law,4
61369,Cameron Hermann,cameronhermann@university.edu,Biology,A-,0.88000000000000000444089209850062616169452667236328125,2024-01-11,Science,3
61370,Scott Maggio,scottmaggio@university.edu,Mathematics,C,3.640000000000000124344978758017532527446746826171875,2023-04-21,Medicine,2
61371,Rudolf Tillman,rudolftillman@university.edu,Physics,F,3.45999999999999996447286321199499070644378662109375,2024-01-01,Business,4
61372,Zane Marquardt Sr.,zanemarquardtsr.@university.edu,Economics,C-,1.20999999999999996447286321199499070644378662109375,2026-08-02,Medicine,2
61373,Ms. Reita Wisozk,ms.reitawisozk@university.edu,History,D,1.439999999999999946709294817992486059665679931640625,2025-10-13,Science,2
61374,Yang Ferry,yangferry@university.edu,Biology,D,3.729999999999999982236431605997495353221893310546875,2024-08-07,Business,3
61375,Ariel Powlowski,arielpowlowski@university.edu,Mathematics,C-,1.6799999999999999378275106209912337362766265869140625,2024-02-13,Business,1
61376,Miss Benton Pouros,missbentonpouros@university.edu,Economics,C+,1.600000000000000088817841970012523233890533447265625,2023-12-06,Engineering,4
61377,Chas Strosin IV,chasstrosiniv@university.edu,Chemistry,B,2.95000000000000017763568394002504646778106689453125,2026-03-11,Science,2
61378,Franklin Conroy,franklinconroy@university.edu,History,B,0.7199999999999999733546474089962430298328399658203125,2023-01-29,Business,2
61379,Giuseppina Cummings,giuseppinacummings@university.edu,Biology,B+,1.54000000000000003552713678800500929355621337890625,2026-02-06,Medicine,4
61380,Jaquelyn Effertz PhD,jaquelyneffertzphd@university.edu,Mathematics,C+,2.970000000000000195399252334027551114559173583984375,2025-03-21,Law,3
61381,Evette Gorczany,evettegorczany@university.edu,CS,A,2.29999999999999982236431605997495353221893310546875,2024-10-16,Science,2
61382,Rufus Walter MD,rufuswaltermd@university.edu,Mathematics,C,3.979999999999999982236431605997495353221893310546875,2024-07-25,Arts,2
61383,Claude VonRueden,claudevonrueden@university.edu,Biology,C-,1.54000000000000003552713678800500929355621337890625,2024-02-19,Engineering,1
61384,Lavonne Padberg Jr.,lavonnepadbergjr.@university.edu,English,C+,1.5900000000000000799360577730112709105014801025390625,2026-08-08,Engineering,3
61385,Curtis O'Connell,curtisoconnell@university.edu,Mathematics,C+,3.100000000000000088817841970012523233890533447265625,2024-04-24,Law,2
61386,Dr. Tashia Beier,dr.tashiabeier@university.edu,Biology,B-,2.560000000000000053290705182007513940334320068359375,2025-01-13,Medicine,3
61387,Edythe Bins,edythebins@university.edu,Economics,F,2.529999999999999804600747665972448885440826416015625,2024-12-10,Arts,3
61388,Dr. France Reichert,dr.francereichert@university.edu,CS,B+,3.7400000000000002131628207280300557613372802734375,2023-09-12,Medicine,1
61389,Renay Lockman,renaylockman@university.edu,Biology,C+,1.4899999999999999911182158029987476766109466552734375,2023-08-19,Engineering,3
61390,Mrs. Juli Altenwerth,mrs.julialtenwerth@university.edu,English,D,2.54999999999999982236431605997495353221893310546875,2026-01-09,Arts,4
61391,Morris Hansen,morrishansen@university.edu,History,B-,2.149999999999999911182158029987476766109466552734375,2023-11-05,Law,2
61392,Lloyd Kutch,lloydkutch@university.edu,English,C,1.6599999999999999200639422269887290894985198974609375,2025-12-01,Medicine,4
61393,Dr. Bryce Mertz,dr.brycemertz@university.edu,English,A-,1.2199999999999999733546474089962430298328399658203125,2022-10-02,Science,3
61394,Terresa Huel,terresahuel@university.edu,History,A+,2.20999999999999996447286321199499070644378662109375,2022-10-26,Science,4
61395,Marcelene Hessel DVM,marcelenehesseldvm@university.edu,Chemistry,B,2.79999999999999982236431605997495353221893310546875,2023-02-25,Arts,1
61396,William Renner,williamrenner@university.edu,English,F,0.1000000000000000055511151231257827021181583404541015625,2024-06-08,Engineering,1
61397,Tristan Prosacco,tristanprosacco@university.edu,History,B+,3.939999999999999946709294817992486059665679931640625,2023-09-01,Business,1
61398,Keneth Wisoky,kenethwisoky@university.edu,Physics,C,2.87000000000000010658141036401502788066864013671875,2023-02-15,Law,2
61399,Dr. Maureen Ankunding,dr.maureenankunding@university.edu,Chemistry,C-,2.189999999999999946709294817992486059665679931640625,2024-08-19,Arts,1
61400,Mr. Houston Cummings,mr.houstoncummings@university.edu,Economics,A-,0.57999999999999996003197111349436454474925994873046875,2023-02-27,Business,2
61401,Edmundo Treutel,edmundotreutel@university.edu,Physics,B,1.95999999999999996447286321199499070644378662109375,2025-08-29,Science,2
61402,Bambi Paucek Jr.,bambipaucekjr.@university.edu,Physics,B-,0.270000000000000017763568394002504646778106689453125,2025-05-02,Medicine,3
61403,Bryant Herzog,bryantherzog@university.edu,Economics,C,2.569999999999999840127884453977458178997039794921875,2026-09-16,Science,2
61404,Teodoro Jacobi I,teodorojacobii@university.edu,Chemistry,B+,1.0100000000000000088817841970012523233890533447265625,2023-11-10,Law,3
61405,Sonny Rutherford,sonnyrutherford@university.edu,Physics,C-,3.0800000000000000710542735760100185871124267578125,2024-10-29,Law,1
61406,Ladawn Gusikowski,ladawngusikowski@university.edu,Chemistry,B-,1.2199999999999999733546474089962430298328399658203125,2025-10-10,Business,3
61407,Gerard Runolfsdottir,gerardrunolfsdottir@university.edu,English,A,0.57999999999999996003197111349436454474925994873046875,2025-10-16,Law,1
61408,Darren Hilpert Sr.,darrenhilpertsr.@university.edu,CS,B,2,2024-11-05,Science,4
61409,Noble Gutmann,noblegutmann@university.edu,Chemistry,B-,1.62000000000000010658141036401502788066864013671875,2025-05-22,Medicine,2
61410,Roberto Konopelski,robertokonopelski@university.edu,CS,B+,3.970000000000000195399252334027551114559173583984375,2024-10-21,Law,3
61411,Emerson Lakin,emersonlakin@university.edu,Mathematics,C+,3.390000000000000124344978758017532527446746826171875,2024-08-01,Business,4
61412,Lyndon Graham,lyndongraham@university.edu,Physics,B-,1.439999999999999946709294817992486059665679931640625,2024-01-02,Engineering,3
61413,Waylon Denesik,waylondenesik@university.edu,English,C+,0.56999999999999995115018691649311222136020660400390625,2026-08-14,Science,4
61414,Dan Nitzsche,dannitzsche@university.edu,Biology,C+,3.4900000000000002131628207280300557613372802734375,2026-08-14,Business,1
61415,Agustin Ankunding,agustinankunding@university.edu,Mathematics,B-,3.0800000000000000710542735760100185871124267578125,2023-01-05,Business,3
61416,Jena Morar,jenamorar@university.edu,History,D,3.839999999999999857891452847979962825775146484375,2024-07-03,Medicine,4
61417,Dylan Jacobs,dylanjacobs@university.edu,Physics,B-,2.04999999999999982236431605997495353221893310546875,2022-12-27,Arts,4
61418,Dorris DuBuque,dorrisdubuque@university.edu,English,C+,3.640000000000000124344978758017532527446746826171875,2022-10-13,Business,2
61419,Kathrin Prosacco,kathrinprosacco@university.edu,Chemistry,A-,1.6100000000000000976996261670137755572795867919921875,2023-04-24,Business,3
61420,Tenesha Reynolds,teneshareynolds@university.edu,English,A-,0.64000000000000001332267629550187848508358001708984375,2025-07-31,Business,2
61421,Mrs. Sybil Zemlak,mrs.sybilzemlak@university.edu,Chemistry,C+,1.100000000000000088817841970012523233890533447265625,2023-06-08,Law,1
61422,Leigh O'Kon,leighokon@university.edu,Biology,C+,3.75,2023-12-23,Science,1
61423,Vanna Stroman,vannastroman@university.edu,Mathematics,F,2.2599999999999997868371792719699442386627197265625,2025-04-24,Engineering,2
61424,Florencia Bode,florenciabode@university.edu,Chemistry,C-,1.3400000000000000799360577730112709105014801025390625,2025-11-08,Business,3
61425,Miss Alvera Rempel,missalverarempel@university.edu,Economics,B-,3.149999999999999911182158029987476766109466552734375,2024-01-10,Engineering,1
61426,Brice Dickens,bricedickens@university.edu,Economics,F,0.1700000000000000122124532708767219446599483489990234375,2024-03-30,Business,3
61427,Maragaret Hettinger,maragarethettinger@university.edu,Chemistry,A,3.569999999999999840127884453977458178997039794921875,2026-04-11,Medicine,4
61428,Stewart Dooley,stewartdooley@university.edu,Mathematics,B,3.810000000000000053290705182007513940334320068359375,2024-01-09,Engineering,3
61429,Jerrie Kerluke,jerriekerluke@university.edu,Economics,A+,1.3600000000000000976996261670137755572795867919921875,2025-03-08,Engineering,4
61430,Marvin Strosin,marvinstrosin@university.edu,Physics,B,1.8400000000000000799360577730112709105014801025390625,2024-11-06,Engineering,1
61431,Blaine Howell,blainehowell@university.edu,English,A-,3.089999999999999857891452847979962825775146484375,2026-09-11,Business,2
61432,Tomoko Kihn,tomokokihn@university.edu,History,F,3.109999999999999875655021241982467472553253173828125,2026-02-08,Law,4
61433,Maxwell Tromp,maxwelltromp@university.edu,History,A,2.2599999999999997868371792719699442386627197265625,2025-06-20,Arts,2
61434,Mrs. Jessie Block,mrs.jessieblock@university.edu,Economics,A-,1.0100000000000000088817841970012523233890533447265625,2025-05-14,Science,4
61435,Tobi Reichert DDS,tobireichertdds@university.edu,Biology,A,0.11000000000000000055511151231257827021181583404541015625,2024-06-07,Law,1
61436,Quentin Conroy,quentinconroy@university.edu,Economics,F,1.6399999999999999023003738329862244427204132080078125,2026-04-02,Business,3
61437,Noble Mante,noblemante@university.edu,History,B+,0.11999999999999999555910790149937383830547332763671875,2022-11-16,Medicine,3
61438,Leif Bradtke,leifbradtke@university.edu,History,C,1.25,2026-01-10,Law,4
61439,Jillian Kris,jilliankris@university.edu,English,B-,3.680000000000000159872115546022541821002960205078125,2024-05-31,Business,3
61440,Vannessa Brekke,vannessabrekke@university.edu,Biology,B-,3.0800000000000000710542735760100185871124267578125,2024-04-18,Engineering,1
61441,Mrs. Garfield Kuhn,mrs.garfieldkuhn@university.edu,History,C-,1.9299999999999999378275106209912337362766265869140625,2023-04-21,Engineering,3
61442,Myong Bashirian,myongbashirian@university.edu,Economics,C-,2.680000000000000159872115546022541821002960205078125,2024-06-11,Science,3
61443,Celine Hane,celinehane@university.edu,Chemistry,A+,1.2199999999999999733546474089962430298328399658203125,2023-09-02,Law,4
61444,Latrina Lehner V,latrinalehnerv@university.edu,Chemistry,B+,1.2199999999999999733546474089962430298328399658203125,2025-04-21,Arts,2
61445,Christia Renner,christiarenner@university.edu,Chemistry,D,3.479999999999999982236431605997495353221893310546875,2024-06-29,Medicine,4
61446,Kelley Toy,kelleytoy@university.edu,Biology,C+,1.600000000000000088817841970012523233890533447265625,2024-03-20,Business,3
61447,Margie Quitzon,margiequitzon@university.edu,Biology,D,2.729999999999999982236431605997495353221893310546875,2026-04-18,Medicine,4
61448,Jovita Stark PhD,jovitastarkphd@university.edu,Biology,C+,1.6399999999999999023003738329862244427204132080078125,2025-11-20,Business,1
61449,Elfriede Wisozk,elfriedewisozk@university.edu,History,A+,3.839999999999999857891452847979962825775146484375,2023-01-14,Engineering,1
61450,Ms. Marietta Feeney,ms.mariettafeeney@university.edu,Physics,A+,0.190000000000000002220446049250313080847263336181640625,2024-09-10,Law,3
61451,Adrianna O'Conner,adriannaoconner@university.edu,CS,A+,3.060000000000000053290705182007513940334320068359375,2023-07-28,Medicine,3
61452,Deandra Bradtke III,deandrabradtkeiii@university.edu,CS,C-,2.859999999999999875655021241982467472553253173828125,2024-02-24,Engineering,1
61453,Evelynn West,evelynnwest@university.edu,History,B,3.7599999999999997868371792719699442386627197265625,2024-10-28,Science,3
61454,Xenia Volkman MD,xeniavolkmanmd@university.edu,CS,C-,0.1600000000000000033306690738754696212708950042724609375,2026-03-26,Science,2
61455,Karly Dooley,karlydooley@university.edu,CS,C,2.04000000000000003552713678800500929355621337890625,2024-08-12,Science,1
61456,Brooks Corwin DDS,brookscorwindds@university.edu,Economics,A,3.4199999999999999289457264239899814128875732421875,2024-05-26,Engineering,1
61457,Dr. Dustin King,dr.dustinking@university.edu,Physics,A+,3.180000000000000159872115546022541821002960205078125,2023-04-06,Arts,4
61458,Anette Mills,anettemills@university.edu,Chemistry,A+,0.5,2025-04-29,Engineering,4
61459,Mr. Wilford Kovacek,mr.wilfordkovacek@university.edu,CS,C,0.64000000000000001332267629550187848508358001708984375,2024-05-18,Medicine,4
61460,Marlin Reilly,marlinreilly@university.edu,CS,B+,0.83999999999999996891375531049561686813831329345703125,2024-05-03,Arts,2
61461,Delmar Paucek,delmarpaucek@university.edu,Biology,A+,1.9899999999999999911182158029987476766109466552734375,2023-05-23,Medicine,3
61462,Lauralee Kozey Jr.,lauraleekozeyjr.@university.edu,Chemistry,C+,3.4199999999999999289457264239899814128875732421875,2026-06-13,Arts,1
61463,Terresa Zemlak,terresazemlak@university.edu,Chemistry,C+,3.970000000000000195399252334027551114559173583984375,2023-05-28,Arts,3
61464,Jamel Keeling,jamelkeeling@university.edu,English,F,2.04999999999999982236431605997495353221893310546875,2023-12-19,Engineering,2
61465,Mario Metz IV,mariometziv@university.edu,CS,B,2.319999999999999840127884453977458178997039794921875,2024-10-01,Engineering,4
61466,Mrs. Kathryne Boyer,mrs.kathryneboyer@university.edu,Biology,A,0.82999999999999996003197111349436454474925994873046875,2022-09-28,Business,1
61467,Stan Sauer,stansauer@university.edu,Physics,D,3.819999999999999840127884453977458178997039794921875,2022-09-23,Law,1
61468,Mr. Mike Pouros,mr.mikepouros@university.edu,Chemistry,B+,1.3899999999999999023003738329862244427204132080078125,2024-07-01,Medicine,1
61469,Jann Marquardt,jannmarquardt@university.edu,Chemistry,C,0.79000000000000003552713678800500929355621337890625,2025-07-11,Science,3
61470,Sherley Walsh,sherleywalsh@university.edu,Physics,F,3.279999999999999804600747665972448885440826416015625,2025-07-24,Arts,1
61471,Mathew Gutkowski,mathewgutkowski@university.edu,Economics,D,1.75,2024-10-31,Business,2
61472,Delmar Cruickshank,delmarcruickshank@university.edu,Economics,B-,1.0300000000000000266453525910037569701671600341796875,2024-07-19,Law,1
61473,Kelly Schimmel,kellyschimmel@university.edu,Economics,C,1.87000000000000010658141036401502788066864013671875,2022-09-24,Science,2
61474,Boyce Kerluke PhD,boycekerlukephd@university.edu,CS,A,2.62999999999999989341858963598497211933135986328125,2022-09-28,Arts,1
61475,Mr. Santo Rolfson,mr.santorolfson@university.edu,Biology,A+,3.319999999999999840127884453977458178997039794921875,2024-12-30,Medicine,2
61476,Tonja Reichel,tonjareichel@university.edu,Mathematics,B+,2.060000000000000053290705182007513940334320068359375,2023-05-18,Business,2
61477,Ellie Torp,ellietorp@university.edu,Mathematics,A-,2.29999999999999982236431605997495353221893310546875,2022-11-26,Medicine,4
61478,Edgar Lang,edgarlang@university.edu,Mathematics,A+,2.069999999999999840127884453977458178997039794921875,2024-02-26,Engineering,1
61479,Barbera Gleichner,barberagleichner@university.edu,Economics,C+,2.089999999999999857891452847979962825775146484375,2025-06-21,Law,1
61480,Raymond Halvorson,raymondhalvorson@university.edu,Mathematics,C+,1.8000000000000000444089209850062616169452667236328125,2026-05-28,Business,2
61481,Latrisha Glover,latrishaglover@university.edu,Chemistry,D,1.9499999999999999555910790149937383830547332763671875,2023-05-26,Arts,2
61482,Winford Miller,winfordmiller@university.edu,Physics,B+,0.2399999999999999911182158029987476766109466552734375,2024-09-10,Science,1
61483,Elijah Cummings,elijahcummings@university.edu,Biology,B+,2.1699999999999999289457264239899814128875732421875,2024-03-01,Science,4
61484,Mathilda Johnston PhD,mathildajohnstonphd@university.edu,Mathematics,C-,2.12999999999999989341858963598497211933135986328125,2026-05-12,Arts,1
61485,Jean Wolf,jeanwolf@university.edu,Economics,A,3.9199999999999999289457264239899814128875732421875,2024-12-15,Law,3
61486,Marline Leuschke DVM,marlineleuschkedvm@university.edu,CS,C+,1.8200000000000000621724893790087662637233734130859375,2023-01-20,Arts,4
61487,Wilford Weissnat,wilfordweissnat@university.edu,English,C,2.470000000000000195399252334027551114559173583984375,2022-11-06,Arts,4
61488,Earnest Price,earnestprice@university.edu,Biology,C,0.560000000000000053290705182007513940334320068359375,2025-04-18,Science,4
61489,Mr. Bettina Gaylord,mr.bettinagaylord@university.edu,Mathematics,A-,0.85999999999999998667732370449812151491641998291015625,2025-05-07,Science,2
61490,Consuela Langworth,consuelalangworth@university.edu,Chemistry,F,0.560000000000000053290705182007513940334320068359375,2023-10-09,Medicine,2
61491,Miss Wilbur Feil,misswilburfeil@university.edu,Biology,B+,1.350000000000000088817841970012523233890533447265625,2026-02-27,Business,3
61492,Tonia Bergstrom,toniabergstrom@university.edu,Economics,A+,1.729999999999999982236431605997495353221893310546875,2024-06-14,Engineering,2
61493,Loreen Schumm,loreenschumm@university.edu,English,F,1.5100000000000000088817841970012523233890533447265625,2023-06-26,Medicine,2
61494,Micah Watsica I,micahwatsicai@university.edu,History,A+,1.04000000000000003552713678800500929355621337890625,2023-02-20,Science,3
61495,Eliseo Klein,eliseoklein@university.edu,History,A+,0.56999999999999995115018691649311222136020660400390625,2023-02-01,Arts,4
61496,Ms. Trevor Keebler,ms.trevorkeebler@university.edu,History,A,1.310000000000000053290705182007513940334320068359375,2026-05-18,Engineering,2
61497,Bethel Batz,bethelbatz@university.edu,Economics,C+,2.350000000000000088817841970012523233890533447265625,2022-10-01,Medicine,2
61498,Dahlia Howe,dahliahowe@university.edu,Biology,A,0.1700000000000000122124532708767219446599483489990234375,2024-03-25,Arts,1
61499,Zulema Hartmann,zulemahartmann@university.edu,Chemistry,F,0.7600000000000000088817841970012523233890533447265625,2025-01-25,Business,1
61500,Kathrine Dickens,kathrinedickens@university.edu,Mathematics,A,2.310000000000000053290705182007513940334320068359375,2024-12-07,Business,2
61501,Dr. Carley Schoen,dr.carleyschoen@university.edu,Mathematics,A-,1.79000000000000003552713678800500929355621337890625,2023-07-25,Engineering,1
61502,Blondell Veum III,blondellveumiii@university.edu,Physics,C+,2.279999999999999804600747665972448885440826416015625,2025-09-10,Arts,3
61503,Mrs. Marnie Mayer,mrs.marniemayer@university.edu,Mathematics,D,2.79999999999999982236431605997495353221893310546875,2023-02-03,Arts,3
61504,Yuri Klocko,yuriklocko@university.edu,Economics,C,2.29000000000000003552713678800500929355621337890625,2023-02-16,Business,3
61505,Ms. Lashawnda Daniel,ms.lashawndadaniel@university.edu,Mathematics,A-,0.190000000000000002220446049250313080847263336181640625,2026-03-21,Engineering,3
61506,Aleen Rowe DVM,aleenrowedvm@university.edu,English,C-,0.36999999999999999555910790149937383830547332763671875,2023-01-16,Science,4
61507,Keenan Runolfsdottir,keenanrunolfsdottir@university.edu,CS,B,3.029999999999999804600747665972448885440826416015625,2024-03-28,Business,3
61508,Cassondra Raynor,cassondraraynor@university.edu,CS,C+,0.84999999999999997779553950749686919152736663818359375,2024-03-17,Medicine,4
61509,Candance Cartwright,candancecartwright@university.edu,Mathematics,C-,2.640000000000000124344978758017532527446746826171875,2023-01-01,Law,1
61510,Larry White,larrywhite@university.edu,History,A,0.11000000000000000055511151231257827021181583404541015625,2025-03-17,Engineering,2
61511,Lanell Sauer,lanellsauer@university.edu,Mathematics,B+,0.1600000000000000033306690738754696212708950042724609375,2025-11-26,Engineering,3
61512,Lucas Homenick,lucashomenick@university.edu,Mathematics,A,1.3000000000000000444089209850062616169452667236328125,2026-08-05,Arts,1
61513,Ms. Mohamed Funk,ms.mohamedfunk@university.edu,History,A+,1.9899999999999999911182158029987476766109466552734375,2024-12-12,Arts,1
61514,Herschel Towne,herscheltowne@university.edu,CS,B,2.4199999999999999289457264239899814128875732421875,2022-11-16,Science,3
61515,Lucila Mosciski,lucilamosciski@university.edu,CS,A+,3.12000000000000010658141036401502788066864013671875,2024-05-25,Law,2
61516,Magdalena Dickinson,magdalenadickinson@university.edu,English,A-,1.12999999999999989341858963598497211933135986328125,2024-05-11,Arts,1
61517,Aimee Stiedemann,aimeestiedemann@university.edu,History,A+,0.90000000000000002220446049250313080847263336181640625,2022-11-27,Engineering,1
61518,Tomika Ferry,tomikaferry@university.edu,History,B,2.5,2024-11-30,Business,1
61519,Trevor Douglas,trevordouglas@university.edu,Biology,C+,2.410000000000000142108547152020037174224853515625,2025-01-27,Engineering,1
61520,Ursula Bauch III,ursulabauchiii@university.edu,CS,C+,2.2400000000000002131628207280300557613372802734375,2023-12-28,Business,4
61521,Jame Rutherford,jamerutherford@university.edu,Economics,C-,2.100000000000000088817841970012523233890533447265625,2026-04-18,Medicine,1
61522,Ellsworth Bins,ellsworthbins@university.edu,Chemistry,B+,0.409999999999999975575093458246556110680103302001953125,2026-07-21,Law,3
61523,Miss Maggie Bailey,missmaggiebailey@university.edu,Chemistry,F,3.7599999999999997868371792719699442386627197265625,2023-10-20,Science,2
61524,Miss Sammie Jast,misssammiejast@university.edu,Economics,C,3.37000000000000010658141036401502788066864013671875,2025-02-25,Arts,1
61525,Ms. Pedro Lemke,ms.pedrolemke@university.edu,Chemistry,F,0.66000000000000003108624468950438313186168670654296875,2024-11-24,Science,1
61526,Kia Gottlieb,kiagottlieb@university.edu,History,C-,0.75,2024-11-04,Medicine,2
61527,Jenifer Zieme,jeniferzieme@university.edu,Physics,B+,1.0500000000000000444089209850062616169452667236328125,2023-07-04,Engineering,1
61528,Heriberto Schmitt,heribertoschmitt@university.edu,Economics,F,3.310000000000000053290705182007513940334320068359375,2022-12-04,Arts,2
61529,Joannie Parker DVM,joannieparkerdvm@university.edu,Physics,C,3.359999999999999875655021241982467472553253173828125,2024-02-28,Science,4
61530,Jada Harber,jadaharber@university.edu,Chemistry,B-,2.660000000000000142108547152020037174224853515625,2023-04-12,Medicine,4
61531,Mr. Jackie Hackett,mr.jackiehackett@university.edu,Economics,A+,1.29000000000000003552713678800500929355621337890625,2024-01-18,Science,1
61532,Scottie Littel,scottielittel@university.edu,Physics,D,3.0800000000000000710542735760100185871124267578125,2025-11-19,Engineering,3
61533,Francisco Konopelski,franciscokonopelski@university.edu,CS,B+,2.819999999999999840127884453977458178997039794921875,2023-05-10,Law,1
61534,Chantell Daniel,chantelldaniel@university.edu,Physics,F,2.54000000000000003552713678800500929355621337890625,2026-01-21,Medicine,1
61535,Raymon Swaniawski DDS,raymonswaniawskidds@university.edu,English,F,1.29000000000000003552713678800500929355621337890625,2026-07-15,Law,4
61536,Maria Price,mariaprice@university.edu,Mathematics,C-,2.20000000000000017763568394002504646778106689453125,2026-06-27,Science,4
61537,Lavern Wehner,lavernwehner@university.edu,History,B-,2.12000000000000010658141036401502788066864013671875,2023-11-10,Medicine,2
61538,Minna Dooley,minnadooley@university.edu,Mathematics,B,2.95999999999999996447286321199499070644378662109375,2025-12-21,Business,3
61539,Pandora Thompson,pandorathompson@university.edu,Biology,A,2.87000000000000010658141036401502788066864013671875,2025-02-26,Medicine,3
61540,Mr. Karol Reynolds,mr.karolreynolds@university.edu,Chemistry,B-,3.850000000000000088817841970012523233890533447265625,2025-06-22,Science,1
61541,Lakendra Bosco,lakendrabosco@university.edu,English,C,1.8899999999999999023003738329862244427204132080078125,2022-10-15,Engineering,1
61542,Rolf Hintz,rolfhintz@university.edu,Biology,D,3.979999999999999982236431605997495353221893310546875,2024-09-14,Arts,4
61543,Stanford Luettgen,stanfordluettgen@university.edu,CS,A-,3.520000000000000017763568394002504646778106689453125,2025-08-08,Business,2
61544,Miss Erica Champlin,missericachamplin@university.edu,CS,C+,0.79000000000000003552713678800500929355621337890625,2025-02-11,Medicine,1
61545,Curtis Schumm Jr.,curtisschummjr.@university.edu,Biology,C,0.270000000000000017763568394002504646778106689453125,2026-05-05,Law,3
61546,Lindsay Quitzon,lindsayquitzon@university.edu,Biology,A+,0.2099999999999999922284388276239042170345783233642578125,2024-07-27,Engineering,1
61547,Caren Corwin,carencorwin@university.edu,Biology,D,2.600000000000000088817841970012523233890533447265625,2023-12-20,Law,4
61548,Taylor Quitzon,taylorquitzon@university.edu,Chemistry,B-,3.37999999999999989341858963598497211933135986328125,2025-07-29,Medicine,1
61549,Norbert Rath,norbertrath@university.edu,English,B,0.320000000000000006661338147750939242541790008544921875,2023-04-19,Business,4
61550,Vennie Jones,venniejones@university.edu,Chemistry,A+,0.419999999999999984456877655247808434069156646728515625,2026-01-17,Law,1
61551,Jonas Sanford,jonassanford@university.edu,Chemistry,A+,1.2800000000000000266453525910037569701671600341796875,2023-09-07,Law,1
61552,Alejandro Anderson,alejandroanderson@university.edu,History,A-,3.109999999999999875655021241982467472553253173828125,2023-01-19,Arts,4
61553,Shawna Reilly,shawnareilly@university.edu,Biology,F,1.6999999999999999555910790149937383830547332763671875,2023-02-20,Engineering,4
61554,Theodore Haag,theodorehaag@university.edu,History,D,2.229999999999999982236431605997495353221893310546875,2022-12-02,Medicine,4
61555,Arturo Brekke,arturobrekke@university.edu,Chemistry,A,3.75,2026-03-16,Science,1
61556,Seth Huels MD,sethhuelsmd@university.edu,English,A,1.729999999999999982236431605997495353221893310546875,2024-10-09,Business,3
61557,Sandy Ondricka,sandyondricka@university.edu,English,F,3.25,2026-02-19,Business,2
61558,Tina Hills,tinahills@university.edu,Economics,A-,2.109999999999999875655021241982467472553253173828125,2024-02-23,Engineering,3
61559,Adam Hickle,adamhickle@university.edu,Mathematics,A,0.429999999999999993338661852249060757458209991455078125,2023-08-01,Medicine,1
61560,Awilda Block,awildablock@university.edu,Chemistry,F,1.5900000000000000799360577730112709105014801025390625,2025-11-07,Law,2
61561,Dr. Beaulah Powlowski,dr.beaulahpowlowski@university.edu,Biology,C+,0.070000000000000006661338147750939242541790008544921875,2024-09-04,Medicine,3
61562,Karissa Hackett I,karissahacketti@university.edu,CS,A-,1.54000000000000003552713678800500929355621337890625,2024-10-11,Business,4
61563,Roselia Ruecker,roseliaruecker@university.edu,Biology,A,1.5,2022-09-21,Medicine,2
61564,Roxanna Sawayn,roxannasawayn@university.edu,Physics,A-,1.270000000000000017763568394002504646778106689453125,2024-11-16,Law,1
61565,Tuan Miller,tuanmiller@university.edu,History,B,1.0700000000000000621724893790087662637233734130859375,2023-11-15,Medicine,4
61566,Benton McCullough,bentonmccullough@university.edu,Economics,A+,1.399999999999999911182158029987476766109466552734375,2025-09-26,Business,4
